0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
16,16,16,단과대학,모집단위,"KU
지
역
균
형","KU
자
기
추
천","사
회
통
합","특
성
화
고
교
졸
업
자
★","특
성
화
고
졸
재
직
자
★","특
수
교
육
대
상
자","KU
논
술
우
수
자","KU
연
기
우
수
자","KU
체
육
특
기
자",,,,,,,,,,
16,문과대학,국어국문학과,인문,25,3,15,2,"사
회
통
합","특
성
화
고
교
졸
업
자
★",8,5,"KU
논
술
우
수
자","KU
연
기
우
수
자",,,,,,,,,,
16,16,영어영문학과,인문,39,5,29,2,2,"사
회
통
합","특
성
화
고
교
졸
업
자
★",3,5,"KU
논
술
우
수
자",,,,,,,,,,
16,16,중어중문학과,인문,24,4,13,2,2,2,"사
회
통
합",5,3,5,,,,,,,,,,
16,16,철학과,인문,22,3,15,1,2,2,2,3,5,3,,,,,,,,,,
16,16,사학과,인문,21,3,14,1,1,2,2,3,3,5,,,,,,,,,,
16,16,지리학과,인문,22,3,15,1,1,1,2,3,3,3,,,,,,,,,,
16,16,미디어커뮤니케이션학과,인문,26,6,13,1,1,1,1,6,3,3,,,,,,,,,,
16,16,문화콘텐츠학과,인문,21,4,13,1,1,1,1,3,6,3,,,,,,,,,,
16,16,문과대학자유전공학부,인문,49,35,4,13,1,1,1,14,3,6,,,,,,,,,,
16,이과대학,수학과,자연,17,3,5,1,13,1,1,8,14,3,,,,,,,,,,
16,16,물리학과,자연,30,4,13,2,1,13,1,11,8,14,,,,,,,,,,
16,16,화학과,자연,16,3,8,1,2,1,13,4,11,8,,,,,,,,,,
16,16,이과대학자유전공학부,자연,24,13,3,8,1,2,1,11,4,11,,,,,,,,,,
16,건축대학,건축학부,자연,39,8,19,3,1,1,2,8,11,4,,,,,,,,,,
16,공과대학,사회환경공학부,자연,60,10,35,4,1,1,1,10,8,11,,,,,,,,,,
16,16,기계·로봇·자동차공학부,자연,35,16,7,4,1,1,1,7,10,8,,,,,,,,,,
16,16,전기전자공학부,자연,58,11,31,4,1,1,1,11,7,10,,,,,,,,,,
16,16,화공학부,자연,33,6,16,4,1,1,1,6,11,7,,,,,,,,,,
16,16,컴퓨터공학부,자연,55,10,31,4,2,1,1,8,6,11,,,,,,,,,,
16,16,재료공학과,자연,30,5,15,4,1,2,1,5,8,6,,,,,,,,,,
16,16,항공우주·모빌리티공학과,자연,23,5,9,3,1,1,2,5,5,8,,,,,,,,,,
16,16,생물공학과,자연,27,4,13,2,1,1,1,7,5,5,,,,,,,,,,
16,16,산업공학과,자연,15,3,7,2,2,1,1,3,7,5,,,,,,,,,,
16,16,신산업융합학과,인문,100,15,3,7,2,100,1,1,3,7,,,,,,,,,,
16,16,K뷰티산업융합학과,예체능,30,100,15,3,7,30,100,1,1,3,,,,,,,,,,
16,16,공과대학자유전공학부,자연,135,100,100,15,3,7,30,35,1,1,,,,,,,,,,
17,단과대학,모집단위,계열,"수시모집
인원",수시모집,100,100,15,3,7,30,35,1,,,,,,,,,,
17,17,단과대학,모집단위,계열,"학생부
교과",학생부종합,100,100,15,3,논술,실기/실적,35,,,,,,,,,,
17,17,17,단과대학,모집단위,"KU
지
역
균
형","KU
자
기
추
천","사
회
통
합","특
성
화
고
교
졸
업
자
★","특
성
화
고
졸
재
직
자
★","특
수
교
육
대
상
자","KU
논
술
우
수
자","KU
연
기
우
수
자","KU
체
육
특
기
자",,,,,,,,,,
17,사회과학대학,정치외교학과,인문,18,3,9,1,1,"특
성
화
고
교
졸
업
자
★",8,4,"KU
논
술
우
수
자","KU
연
기
우
수
자",,,,,,,,,,
17,17,경제학과,인문,41,7,22,3,1,1,"특
성
화
고
교
졸
업
자
★",8,4,"KU
논
술
우
수
자",,,,,,,,,,
17,17,행정학과,인문,28,5,14,2,1,1,1,6,8,4,,,,,,,,,,
17,17,국제무역학과,인문,29,4,14,3,1,1,1,7,6,8,,,,,,,,,,
17,17,응용통계학과,인문,23,4,12,2,1,1,1,4,7,6,,,,,,,,,,
17,17,사회과학대학융합전공학부,인문,75,50,4,12,2,1,1,25,4,7,,,,,,,,,,
17,경영대학,경영학과,인문,83,15,47,4,1,2,4,16,25,4,,,,,,,,,,
17,17,기술경영학과,인문,21,4,10,2,1,1,2,4,16,25,,,,,,,,,,
17,부동산과학원,부동산학과,인문,25,4,13,2,1,1,1,5,4,16,,,,,,,,,,
17,융합과학기술원,첨단바이오공학부,자연,27,5,14,3,2,1,1,5,5,4,,,,,,,,,,
17,17,시스템생명공학과,자연,15,3,8,1,3,2,1,3,5,5,,,,,,,,,,
17,17,융합생명공학과,자연,15,3,8,1,1,3,2,3,3,5,,,,,,,,,,
17,17,융합과학기술원자유전공학부,자연,33,25,3,8,1,1,3,8,3,3,,,,,,,,,,
17,생명과학대학,동물자원·식품과학·유통학부,자연,55,9,30,4,2,1,1,10,8,3,,,,,,,,,,
17,17,환경보건·산림조경학부,자연,30,5,18,3,1,2,1,3,10,8,,,,,,,,,,
17,17,생명과학특성학과,자연,20,3,11,2,3,1,2,4,3,10,,,,,,,,,,
17,17,식량자원과학과,자연,19,3,10,2,1,3,1,3,4,3,,,,,,,,,,
17,17,생명과학대학자유전공학부,자연,46,34,3,10,2,1,3,12,3,4,,,,,,,,,,
17,수의과대학,수의예과,자연,30,5,16,3,10,2,1,6,12,3,,,,,,,,,,
17,예술디자인대학,커뮤니케이션디자인학과,예체능,자연,30,5,16,3,10,2,1,6,12,,,,,,,,,,
17,17,산업디자인학과,예체능,예체능,자연,30,5,16,3,10,2,1,6,,,,,,,,,,
17,17,의상디자인학과-인문계,인문,예체능,예체능,자연,30,5,16,3,10,2,1,,,,,,,,,,
17,17,의상디자인학과-예체능계,예체능,인문,예체능,예체능,자연,30,5,16,3,10,2,,,,,,,,,,
17,17,리빙디자인학과,예체능,예체능,인문,예체능,예체능,자연,30,5,16,3,10,,,,,,,,,,
17,17,현대미술학과,예체능,예체능,예체능,인문,예체능,예체능,자연,30,5,16,3,,,,,,,,,,
17,17,영상학과,예체능,예체능,예체능,예체능,인문,예체능,예체능,자연,30,5,16,,,,,,,,,,
17,17,매체연기학과,예체능,25,예체능,예체능,예체능,인문,예체능,예체능,자연,25,5,,,,,,,,,,
18,단과대학,모집단위,계열,"수시모집
인원",수시모집,예체능,예체능,예체능,인문,예체능,예체능,자연,25,,,,,,,,,,
18,18,단과대학,모집단위,계열,"학생부
교과",학생부종합,예체능,예체능,예체능,인문,논술,실기/실적,자연,,,,,,,,,,
18,18,18,단과대학,모집단위,"KU
지
역
균
형","KU
자
기
추
천","사
회
통
합","특
성
화
고
교
졸
업
자
★","특
성
화
고
졸
재
직
자
★","특
수
교
육
대
상
자","KU
논
술
우
수
자","KU
연
기
우
수
자","KU
체
육
특
기
자",,,,,,,,,,
18,사범대학,일어교육과,인문,19,3,16,"KU
자
기
추
천","사
회
통
합","특
성
화
고
교
졸
업
자
★","특
성
화
고
졸
재
직
자
★","특
수
교
육
대
상
자","KU
논
술
우
수
자","KU
연
기
우
수
자",,,,,,,,,,
18,18,수학교육과,자연,17,5,6,16,"KU
자
기
추
천","사
회
통
합","특
성
화
고
교
졸
업
자
★",6,"특
수
교
육
대
상
자","KU
논
술
우
수
자",,,,,,,,,,
18,18,체육교육과,예체능,13,17,5,6,16,"KU
자
기
추
천","사
회
통
합","특
성
화
고
교
졸
업
자
★",6,"특
수
교
육
대
상
자",,,,,,,,,,
18,18,음악교육과,예체능,예체능,13,17,5,6,16,"KU
자
기
추
천","사
회
통
합","특
성
화
고
교
졸
업
자
★",6,,,,,,,,,,
18,18,교육공학과,인문,12,예체능,12,17,5,6,16,"KU
자
기
추
천","사
회
통
합","특
성
화
고
교
졸
업
자
★",,,,,,,,,,
18,18,영어교육과,인문,12,4,8,12,17,5,6,16,"KU
자
기
추
천","사
회
통
합",,,,,,,,,,
18,KU자유전공학부,KU자유전공학부,-,248,12,179,8,12,17,5,69,16,"KU
자
기
추
천",,,,,,,,,,
18,합계,KU자유전공학부,KU자유전공학부,"1,955*",470,813,87,22,130,20,395,25,13,,,,,,,,,,
19,면접 일정,전형,비고,,,,,,,,,,,,,,,,,,,,
19,2024. 11. 30.(토),"학생부종합(KU자기추천): 이과대학, 공과대학,
사회과학대학, 부동산과학원, 융합과학기술원, 사범대학",전형,,,,,,,,,,,,,,,,,,,,
19,19,학생부종합(특수교육대상자),"학생부종합(KU자기추천): 이과대학, 공과대학,
사회과학대학, 부동산과학원, 융합과학기술원, 사범대학",,,,,,,,,,,,,,,,,,,,
20,구분,내용,학생부종합(특수교육대상자),"학생부종합(KU자기추천): 이과대학, 공과대학,
사회과학대학, 부동산과학원, 융합과학기술원, 사범대학",일정,비고,,,,,,,,,,,,,,,,,
20,원서접수,전체 전형,내용,학생부종합(특수교육대상자),"2024. 9. 9.(월) 10:00
~ 9. 12.(목) 17:00",일정,,,,,,,,,,,,,,,,,
20,"서류제출
(PDF 업로드)",전체 전형,전체 전형,내용,"2024. 9. 9.(월) 10:00
~ 9. 13.(금) 17:00","2024. 9. 9.(월) 10:00
~ 9. 12.(목) 17:00",,,,,,,,,,,,,,,,,
20,온라인 입력,학생부종합전형,전체 전형,"학교생활기록부
대체 서식 입력","2024. 9. 9.(월) 10:00
~ 9. 13.(금) 17:00","2024. 9. 9.(월) 10:00
~ 9. 13.(금) 17:00",,,,,,,,,,,,,,,,,
20,20,학생부교과(KU지역균형),학생부종합전형,"학교장 추천
명단 입력","2024. 9. 19.(목) 9:00
~ 9. 25.(수) 18:00","2024. 9. 9.(월) 10:00
~ 9. 13.(금) 17:00",,,,,,,,,,,,,,,,,
20,"1단계
합격자 발표","실기/실적(KU연기우수자, KU체육특기자)",학생부교과(KU지역균형),학생부종합전형,2024. 10. 11.(금) 14:00 예정,"2024. 9. 19.(목) 9:00
~ 9. 25.(수) 18:00",,,,,,,,,,,,,,,,,
20,20,"학생부종합(KU자기추천, 특수교육대상자)","실기/실적(KU연기우수자, KU체육특기자)",학생부교과(KU지역균형),2024. 11. 15.(금) 14:00 예정,2024. 10. 11.(금) 14:00 예정,,,,,,,,,,,,,,,,,
20,"2단계
전형료 납부","학생부종합(KU자기추천, 특수교육대상자)","학생부종합(KU자기추천, 특수교육대상자)","실기/실적(KU연기우수자, KU체육특기자)","1단계 합격자 발표 이후
~ 2024. 11. 18.(월) 17:00",2024. 11. 15.(금) 14:00 예정,,,,,,,,,,,,,,,,,
20,실기,실기/실적(KU연기우수자),"학생부종합(KU자기추천, 특수교육대상자)","학생부종합(KU자기추천, 특수교육대상자)",2024. 10. 21.(월) ~ 10. 26.(토),"1단계 합격자 발표 이후
~ 2024. 11. 18.(월) 17:00",,,,,,,,,,,,,,,,,
20,논술고사,"논술
(KU논술우수자)",자연,"학생부종합(KU자기추천, 특수교육대상자)",2024. 11. 16.(토) 9:20~11:00,2024. 10. 21.(월) ~ 10. 26.(토),,,,,,,,,,,,,,,,,
20,20,논술고사,KU자유전공학부,자연,2024. 11. 16.(토) 14:00~15:40,2024. 11. 16.(토) 9:20~11:00,,,,,,,,,,,,,,,,,
20,20,20,"인문사회(Ⅰ, Ⅱ)",KU자유전공학부,2024. 11. 16.(토) 17:40~19:20,2024. 11. 16.(토) 14:00~15:40,,,,,,,,,,,,,,,,,
20,면접,실기/실적(KU체육특기자),20,"인문사회(Ⅰ, Ⅱ)",2024. 11. 2.(토),2024. 11. 16.(토) 17:40~19:20,,,,,,,,,,,,,,,,,
20,20,"학생부종합
(KU자기추천)","이과대학, 공과대학, 사회과학대학,
부동산과학원, 융합과학기술원,
사범대학",20,2024. 11. 30.(토),2024. 11. 2.(토),,,,,,,,,,,,,,,,,
20,20,학생부종합(특수교육대상자),"학생부종합
(KU자기추천)","이과대학, 공과대학, 사회과학대학,
부동산과학원, 융합과학기술원,
사범대학",20,2024. 11. 30.(토),,,,,,,,,,,,,,,,,
20,20,"학생부종합
(KU자기추천)","문과대학, 건축대학, 경영대학,
생명과학대학, 수의과대학,
KU자유전공학부","학생부종합
(KU자기추천)",2024. 12. 1.(일),20,,,,,,,,,,,,,,,,,
20,"최초합격자
발표","실기/실적(KU연기우수자, KU체육특기자)","학생부종합
(KU자기추천)","문과대학, 건축대학, 경영대학,
생명과학대학, 수의과대학,
KU자유전공학부",2024. 11. 22.(금) 14:00 예정,2024. 12. 1.(일),,,,,,,,,,,,,,,,,
20,20,"학생부교과(KU지역균형), 학생부종합전형 전체","실기/실적(KU연기우수자, KU체육특기자)","학생부종합
(KU자기추천)",2024. 12. 13.(금) 14:00 예정,2024. 11. 22.(금) 14:00 예정,,,,,,,,,,,,,,,,,
20,20,논술(KU논술우수자),"학생부교과(KU지역균형), 학생부종합전형 전체","실기/실적(KU연기우수자, KU체육특기자)","학생부종합
(KU자기추천)",2024. 12. 13.(금) 14:00 예정,,,,,,,,,,,,,,,,,
20,"온라인
문서등록",전체 전형,논술(KU논술우수자),"학생부교과(KU지역균형), 학생부종합전형 전체","2024. 12. 16.(월) 10:00
~ 12. 18.(수) 16:00","학생부종합
(KU자기추천)",,,,,,,,,,,,,,,,,
20,"추가합격자
발표","온라인
문서등록",전체 전형,논술(KU논술우수자),"2024. 12. 19.(목) 10:00
~ 12. 26.(목) 18:00","2024. 12. 16.(월) 10:00
~ 12. 18.(수) 16:00",,,,,,,,,,,,,,,,,
20,"추가합격자
등록 마감","추가합격자
발표","온라인
문서등록",전체 전형,2024. 12. 27.(금) 16:00,"2024. 12. 19.(목) 10:00
~ 12. 26.(목) 18:00",,,,,,,,,,,,,,,,,
20,등록금 납부,"추가합격자
등록 마감","추가합격자
발표","온라인
문서등록",2025. 2. 10.(월) ~ 2. 12.(수),2024. 12. 27.(금) 16:00,,,,,,,,,,,,,,,,,
21,구분,전형,발표일시,발표방법,,,,,,,,,,,,,,,,,,,
21,1단계 합격자,"실기/실적(KU연기우수자, KU체육특기자)",2024. 10. 11.(금) 14:00 예정,발표일시,,,,,,,,,,,,,,,,,,,
21,21,"학생부종합(KU자기추천, 특수교육대상자)",2024. 11. 15.(금) 14:00 예정,2024. 10. 11.(금) 14:00 예정,,,,,,,,,,,,,,,,,,,
21,최초합격자,"실기/실적(KU연기우수자, KU체육특기자)",2024. 11. 22.(금) 14:00 예정,2024. 11. 15.(금) 14:00 예정,,,,,,,,,,,,,,,,,,,
21,21,"학생부교과(KU지역균형), 학생부종합전형 전체,
논술(KU논술우수자)",2024. 12. 13.(금) 14:00 예정,2024. 11. 22.(금) 14:00 예정,,,,,,,,,,,,,,,,,,,
21,차수,발표일시,등록일시,발표방법,,,,,,,,,,,,,,,,,,,
21,1차,2024. 12. 19.(목) 10:00 예정,2024. 12. 19.(목) 10:00~16:00,등록일시,,,,,,,,,,,,,,,,,,,
21,2차 이후,2024. 12. 20.(금) ~ 12. 26.(목) 18:00,2024. 12. 20.(금) ~ 12. 27.(금) 16:00,2024. 12. 19.(목) 10:00~16:00,,,,,,,,,,,,,,,,,,,
22,일정,비고,,,,,,,,,,,,,,,,,,,,,
22,2025. 2. 10.(월) ~ 2. 12.(수),일정,,,,,,,,,,,,,,,,,,,,,
23,모집단위,계열,인원,,,,,,,,,,,,,,,,,,,,
23,국어국문학과,인문,3,,,,,,,,,,,,,,,,,,,,
23,영어영문학과,인문,5,,,,,,,,,,,,,,,,,,,,
23,중어중문학과,인문,4,,,,,,,,,,,,,,,,,,,,
23,철학과,인문,3,,,,,,,,,,,,,,,,,,,,
23,사학과,인문,3,,,,,,,,,,,,,,,,,,,,
23,지리학과,인문,3,,,,,,,,,,,,,,,,,,,,
23,미디어커뮤니케이션학과,인문,6,,,,,,,,,,,,,,,,,,,,
23,문화콘텐츠학과,인문,4,,,,,,,,,,,,,,,,,,,,
23,문과대학자유전공학부,인문,35,,,,,,,,,,,,,,,,,,,,
23,수학과,자연,3,,,,,,,,,,,,,,,,,,,,
23,23,수학과,자연,,,,,,,,,,,,,,,,,,,,
23,"물리학과
화학과","자연
자연","4
3",,,,,,,,,,,,,,,,,,,,
23,이과대학자유전공학부,자연,13,,,,,,,,,,,,,,,,,,,,
23,건축학부,자연,8,,,,,,,,,,,,,,,,,,,,
23,사회환경공학부,자연,10,,,,,,,,,,,,,,,,,,,,
23,기계·로봇·자동차공학부,자연,16,,,,,,,,,,,,,,,,,,,,
23,전기전자공학부,자연,11,,,,,,,,,,,,,,,,,,,,
23,화공학부,자연,6,,,,,,,,,,,,,,,,,,,,
23,컴퓨터공학부,자연,10,,,,,,,,,,,,,,,,,,,,
23,재료공학과,자연,5,,,,,,,,,,,,,,,,,,,,
23,항공우주·모빌리티공학과,자연,5,,,,,,,,,,,,,,,,,,,,
23,생물공학과,자연,4,,,,,,,,,,,,,,,,,,,,
23,23,생물공학과,자연,,,,,,,,,,,,,,,,,,,,
23,"산업공학과
공과대학자유전공학부","자연
자연","3
100",,,,,,,,,,,,,,,,,,,,
23,대학,모집단위,계열,인원,,,,,,,,,,,,,,,,,,,
23,사회과학대학,정치외교학과,인문,3,,,,,,,,,,,,,,,,,,,
23,23,경제학과,인문,7,,,,,,,,,,,,,,,,,,,
23,23,행정학과,인문,5,,,,,,,,,,,,,,,,,,,
23,23,국제무역학과,인문,4,,,,,,,,,,,,,,,,,,,
23,23,응용통계학과,인문,4,,,,,,,,,,,,,,,,,,,
23,23,사회과학대학융합전공학부,인문,50,,,,,,,,,,,,,,,,,,,
23,경영대학,경영학과,인문,15,,,,,,,,,,,,,,,,,,,
23,23,기술경영학과,인문,4,,,,,,,,,,,,,,,,,,,
23,부동산과학원,부동산학과,인문,4,,,,,,,,,,,,,,,,,,,
23,"융합과학
기술원",첨단바이오공학부,자연,5,,,,,,,,,,,,,,,,,,,
23,23,시스템생명공학과,자연,3,,,,,,,,,,,,,,,,,,,
23,23,융합생명공학과,자연,3,,,,,,,,,,,,,,,,,,,
23,23,융합과학기술원자유전공학부,자연,25,,,,,,,,,,,,,,,,,,,
23,생명과학대학,동물자원·식품과학·유통학부,자연,9,,,,,,,,,,,,,,,,,,,
23,23,환경보건·산림조경학부,자연,5,,,,,,,,,,,,,,,,,,,
23,23,생명과학특성학과,자연,3,,,,,,,,,,,,,,,,,,,
23,23,식량자원과학과,자연,3,,,,,,,,,,,,,,,,,,,
23,23,생명과학대학자유전공학부,자연,34,,,,,,,,,,,,,,,,,,,
23,수의과대학,수의예과,자연,5,,,,,,,,,,,,,,,,,,,
23,사범대학,일어교육과,인문,3,,,,,,,,,,,,,,,,,,,
23,23,수학교육과,자연,5,,,,,,,,,,,,,,,,,,,
23,23,영어교육과,인문,4,,,,,,,,,,,,,,,,,,,
24,사정단계,학생부(교과정량),학생부(교과정성),합계,수능최저학력기준,,,,,,,,,,,,,,,,,,
24,일괄합산,700(70%),300(30%),"1,000(100%)",합계,,,,,,,,,,,,,,,,,,
24,전형요소,최고점,최저점,차이,실질 반영비율,,,,,,,,,,,,,,,,,,
24,학생부(교과정량),700,0,700,차이,,,,,,,,,,,,,,,,,,
24,학생부(교과정성),300,0,300,700,,,,,,,,,,,,,,,,,,
24,평가요소,반영비율,평가항목,,,,,,,,,,,,,,,,,,,,
24,학업역량,20%,반영비율,,,,,,,,,,,,,,,,,,,,
24,진로역량,10%,20%,,,,,,,,,,,,,,,,,,,,
25,구분,일정,,,,,,,,,,,,,,,,,,,,,
25,원서접수,구분,,,,,,,,,,,,,,,,,,,,,
25,서류제출(PDF업로드),원서접수,,,,,,,,,,,,,,,,,,,,,
25,학교장 추천 명단 입력(온라인),서류제출(PDF업로드),,,,,,,,,,,,,,,,,,,,,
25,최초합격자 발표,학교장 추천 명단 입력(온라인),,,,,,,,,,,,,,,,,,,,,
25,제출서류,최초합격자 발표,비고,,,,,,,,,,,,,,,,,,,,
25,학교생활기록부,온라인 제공 동의자,최초합격자 발표,,,,,,,,,,,,,,,,,,,,
25,25,"온라인 제공
미동의자 및 불가자",온라인 제공 동의자,,,,,,,,,,,,,,,,,,,,
25,학교장 추천 명단,25,"온라인 제공
미동의자 및 불가자",,,,,,,,,,,,,,,,,,,,
25,순위,항목,,,,,,,,,,,,,,,,,,,,,
25,1순위,순위,,,,,,,,,,,,,,,,,,,,,
25,2순위,1순위,,,,,,,,,,,,,,,,,,,,,
25,3순위,2순위,,,,,,,,,,,,,,,,,,,,,
25,4순위,3순위,,,,,,,,,,,,,,,,,,,,,
25,5순위,4순위,,,,,,,,,,,,,,,,,,,,,
26,모집단위,계열,인원,,,,,,,,,,,,,,,,,,,,
26,"국어국문학과
영어영문학과
중어중문학과
철학과
사학과
지리학과
미디어커뮤니케이션학과
문화콘텐츠학과",인문,15,,,,,,,,,,,,,,,,,,,,
26,26,인문,29,,,,,,,,,,,,,,,,,,,,
26,26,인문,13,,,,,,,,,,,,,,,,,,,,
26,26,인문,15,,,,,,,,,,,,,,,,,,,,
26,26,인문,14,,,,,,,,,,,,,,,,,,,,
26,26,인문,15,,,,,,,,,,,,,,,,,,,,
26,26,인문,13,,,,,,,,,,,,,,,,,,,,
26,26,인문,13,,,,,,,,,,,,,,,,,,,,
26,"수학과
물리학과
화학과",자연,5,,,,,,,,,,,,,,,,,,,,
26,26,자연,13,,,,,,,,,,,,,,,,,,,,
26,26,자연,8,,,,,,,,,,,,,,,,,,,,
26,건축학부,자연,19,,,,,,,,,,,,,,,,,,,,
26,"사회환경공학부
기계·로봇·자동차공학부
전기전자공학부
화공학부
컴퓨터공학부
재료공학과
항공우주·모빌리티공학과
생물공학과
산업공학과",자연,35,,,,,,,,,,,,,,,,,,,,
26,26,자연,7,,,,,,,,,,,,,,,,,,,,
26,26,자연,31,,,,,,,,,,,,,,,,,,,,
26,26,자연,16,,,,,,,,,,,,,,,,,,,,
26,26,자연,31,,,,,,,,,,,,,,,,,,,,
26,26,자연,15,,,,,,,,,,,,,,,,,,,,
26,26,자연,9,,,,,,,,,,,,,,,,,,,,
26,26,자연,13,,,,,,,,,,,,,,,,,,,,
26,26,자연,7,,,,,,,,,,,,,,,,,,,,
26,대학,모집단위,계열,인원,,,,,,,,,,,,,,,,,,,
26,사회과학대학(★),정치외교학과,인문,9,,,,,,,,,,,,,,,,,,,
26,26,경제학과,인문,22,,,,,,,,,,,,,,,,,,,
