Type,Page,Content
Page,49,"KU•SEOUL•CAMPUS
계열 자연 KU자유전공학부
고사시간 100분 100분
문항 수 4문항 4문항
1번 2번 3번 4번 1번 2-1번 2-2번 2-3번
문항배점
난이도에 따라 차등하여 배점 40% 15% 20% 25%
글자 수 - 401~600자 -
수학 국어, 통합사회 수학
출제범위
·(1번) 국어, 통합사회 교과 분야의 다양한 지문
·수 학, 수학Ⅰ, 수학Ⅱ, 확률과통계, 미적분, 기하
·(2번) 수학, 수학Ⅰ, 수학Ⅱ
고사계열 출제 및 평가방법
·도표 자료가 포함된 국어, 사회 교과 분야의 다양한 지문을 바탕으로 종합적인 사고를 측정할 수 있도록 출제
인문사회Ⅰ ·사고의 최종적 결과물 외에 사고과정까지 평가할 수 있도록 출제
·국어, 사회 교과 분야 지문을 바탕으로 이해력, 분석력, 논증력, 창의성, 표현력 등 평가
·지문 제시형과 수리 논증형을 복합한 형태로 출제
·사고의 최종적 결과물 외에 사고과정까지 평가할 수 있도록 출제
인문사회Ⅱ
·국어, 사회 교과 분야 지문을 바탕으로 이해력, 논증력, 표현력 등 평가
·수리적 분석을 요하는 자료를 통해 논리적 사고력과 문제해결 능력 평가
·고교 교육과정에서 습득한 수리, 자연계 관련 지문 제시, 이를 근거로 출제
자연 ·사고와 추론의 최종적 결과물뿐만 아니라 추론과정까지 평가할 수 있도록 출제
·다양한 내용의 지문을 바탕으로 통합적 이해력, 논증력, 표현력, 추론능력 평가
·국어, 통합사회 교과 분야 지문을 바탕으로 이해력, 논증력, 표현력 등 평가
KU자유전공학부 ·고교 교육과정에서 습득한 수리, 자연계 관련 지문 제시, 이를 근거로 출제
·사고와 추론의 최종적 결과물뿐만 아니라 추론과정까지 평가할 수 있도록 출제
※ 고등학교 교육과정의 범위와 수준 내에서 출제
7. 전형일정
구분 일정
원서접수 2024. 9. 9.(월) 10:00 ~ 9. 12.(목) 17:00
서류제출(PDF업로드) 2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
자연 2024. 11. 16.(토) 9:20~11:00
※ 고 사장 및 입실완료 시간은 고사 3~4일 전
논술고사 KU자유전공학부 2024. 11. 16.(토) 14:00~15:40
본교 입학처 홈페이지에 공고
인문사회(Ⅰ, Ⅱ) 2024. 11. 16.(토) 17:40~19:20
최초합격자 발표 2024. 12. 13.(금) 14:00 예정
2025학년도 수시모집요강 49"
Page,50,"KU•SEOUL•CAMPUS
8. 제출서류
• 모 든 제출서류는 2024. 9. 1.(일) 이후 발급분 제출
• 2 024. 9. 13.(금) 17:00까지 원서접수 사이트에서 서류제출(PDF 업로드) / 우편 및 방문 제출 불가
※ 최종등록자에 한하여 PDF 제출서류의 원본을 요청할 예정이므로 반드시 해당 서류를 보관하여야 함
대상 제출서류
·서류제출(PDF 업로드) 불필요
학생부 온라인 제공 ※ 대상: 2017년 2월 ~ 2025년 2월 졸업(예정)자
동의자 ※ 2 005년 2월 ~ 2016년 2월 졸업자 중 희망자의 경우 온라인 생성 신청 시스템
국내 정규 고등학교 (apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능
졸업(예정)자
·대입전형용 학교생활기록부 1부
학생부 온라인 제공
·교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
미동의자 및 불가자
·원서접수 사이트에서 서류제출(PDF 업로드)
검정고시 자료
·서류제출(PDF 업로드) 불필요
온라인 제공 동의자
고등학교 졸업학력
검정고시 출신자1) 검정고시 자료
·고등학교 졸업학력 검정고시 합격증명서 1부
온라인 제공
·원서접수 사이트에서 서류제출(PDF 업로드)
미동의자 및 불가자
·국외 고등학교 졸업(예정)증명서 1부
·국외 고등학교 성적증명서 1부
국외 고등학교 출신자1)
※ 국외 고교 출신자 제출서류 안내(P.59) 필독
·원서접수 사이트에서 서류제출(PDF 업로드)
※ 서류접수 기간 이후 학교생활기록부 수정사항 제출 시 반영하지 않음
※ 개 명 또는 주민등록번호 변경으로 인하여 제출서류(고교 학교생활기록부 등)와 입학원서 상 인적사항이 일치하지 않는 지원자는 ‘주민등록표초본’
1부를 제출해야 함
1) 추가 서류제출 안내
대상 제출서류 제출방법 및 기한
검정고시 및 국외 고등학교 출신자 중 [대상자만] ·원서접수 사이트에서 서류제출(PDF 업로드)
※
국내 학교생활기록부가 있는 자 대입전형용 학교생활기록부 1부 ·2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
※ 학교폭력 조치사항 확인을 위하여 ‘검정고시 및 국외고 출신자’ 중 국내 고교 학교생활기록부가 있는 자는 국내 고교 학교생활기록부를
제출해야 함
9. 동점자 처리기준
순위 인문사회Ⅰ 인문사회Ⅱ·KU자유전공학부 자연
1순위 2번(60%) 문항 고득점자 1번(40%) 문항 고득점자 배점비율이 가장 높은 문항 고득점자
2순위 원채점자 간 2번 문항 점수 편차가 작은 득점자 2-3번(25%) 문항 고득점자 배점비율이 두 번째 높은 문항 고득점자
3순위 원채점자 간 총점 편차가 작은 득점자 2-2번(20%) 문항 고득점자 배점비율이 세 번째 높은 문항 고득점자
4순위 - 배점비율이 가장 높은 문항의 원채점자 간 점수 편차가 작은 득점자
5순위 배점비율이 두 번째 높은 문항의 원채점자 간 점수 편차가 작은 득점자
6순위 - 원채점자 간 총점 편차가 작은 득점자
50 건국대학교 서울캠퍼스"
Page,51,"KU•SEOUL•CAMPUS
실기/실적 KU연기우수자
1. 모집단위 및 모집인원: 총 25명
단과대학 모집단위 계열 인원
예술디자인대학 매체연기학과 예체능 25
2. 지원자격
• 국내·외 고등학교 졸업(예정)자 또는 법령에 의하여 이와 동등 이상의 학력이 있다고 인정된 자
- 국내 고교 3학기 이상 학생부(교과정량) 석차등급 산출내역이 있는 자
3. 전형방법
사정단계 학생부(교과정량) 실기 합계 선발배수 수능최저학력기준
1단계 1,000(100%) - 1,000(100%) 25배수
없음
2단계 - 1,000(100%) 1,000(100%) -
「 」
※ 학생부(교과정량) 반영방법에 대한 세부 사항은 P.65 Ⅶ. 학생부(교과정량) 반영방법 참고
• 실 기 내용
실기 종목 소요 시간 연습 시간
자유연기 3분 이내 30분 이내
4. 전형요소별 실질 반영비율
사정단계 전형요소 최고점 최저점 차이 실질 반영비율
1단계 학생부(교과정량) 1,000 0 1,000 100%
2단계 실기 1,000 0 1,000 100%
5. 선발원칙
• 1 단계: 학생부(교과정량) 총점 석차순으로 모집인원의 25배수 선발
• 2 단계: 실기 총점 석차순으로 모집인원 최종 선발
• 제 출서류를 기한 내에 제출하지 않은 경우 선발대상에서 제외
• 실 기에 결시한 경우 선발대상에서 제외
• 학 교폭력 조치사항 기재항목에 따른 감점표를 활용하여 총점에서 감점
2025학년도 수시모집요강 51"
Page,52,"KU•SEOUL•CAMPUS
6. 전형일정
구분 일정
원서접수 2024. 9. 9.(월) 10:00 ~ 9. 12.(목) 17:00
서류제출(PDF 업로드) 2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
1단계 합격자 발표 2024. 10. 11.(금) 14:00 예정
※ 고 사장 및 입실완료 시간은 고사 3~4일 전
실기 2024. 10. 21.(월) ~ 10. 26.(토)
본교 입학처 홈페이지에 공고
최초합격자 발표 2024. 11. 22.(금) 14:00 예정
7. 제출서류
• 모 든 제출서류는 2024. 9. 1.(일) 이후 발급분 제출
• 2 024. 9. 13.(금) 17:00까지 원서접수 사이트에서 서류제출(PDF 업로드) / 우편 및 방문 제출 불가
※ 최종등록자에 한하여 PDF 제출서류의 원본을 요청할 예정이므로 반드시 해당 서류를 보관하여야 함
대상 제출서류
·서류제출(PDF 업로드) 불필요
학생부 온라인 제공 ※ 대상: 2017년 2월 ~ 2025년 2월 졸업(예정)자
동의자 ※ 2 005년 2월 ~ 2016년 2월 졸업자 중 희망자의 경우 온라인 생성 신청 시스템
국내 정규 고등학교 (apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능
졸업(예정)자
·대입전형용 학교생활기록부 1부
학생부 온라인 제공
·교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
미동의자 및 불가자
·원서접수 사이트에서 서류제출(PDF 업로드)
검정고시 자료 온라인
·서류제출(PDF 업로드) 불필요
제공 동의자
고등학교 졸업학력
검정고시 출신자1) 검정고시 자료 온라인
·고등학교 졸업학력 검정고시 합격증명서 1부
제공 미동의자 및
·원서접수 사이트에서 서류제출(PDF 업로드)
불가자
·국외 고등학교 졸업(예정)증명서 1부
1) ·국외 고등학교 성적증명서 1부
국외 고등학교 출신자
※ 국외 고교 출신자 제출서류 안내(P.59) 필독
·원서접수 사이트에서 서류제출(PDF 업로드)
※ 서류접수 기간 이후 학교생활기록부 수정사항 제출 시 반영하지 않음
※ 개명 또는 주민등록번호 변경으로 인하여 제출서류와 입학원서 상 인적사항이 일치하지 않는 지원자는 ‘주민등록표초본’ 1부를 제출해야 함
1) 추가 서류제출 안내
대상 제출서류 제출방법 및 기한
검정고시 및 국외 고등학교 출신자 중 [대상자만] ·원서접수 사이트에서 서류제출(PDF 업로드)
※
국내 학교생활기록부가 있는 자 대입전형용 학교생활기록부 1부 ·2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
※ 학교폭력 조치사항 확인을 위하여 ‘검정고시 및 국외고 출신자’ 중 국내 고교 학교생활기록부가 있는 자는 국내 고교 학교생활기록부를
제출해야 함
52 건국대학교 서울캠퍼스"
Page,53,"KU•SEOUL•CAMPUS
8. 동점자 처리기준
순위 1단계 기준 2단계 기준
1순위 실기평가 성적 우수자
모집단위별 1단계 선발배수에 해당하는
2순위 학생부(교과정량) 성적 우수자
최종 순위 동점자는 모두 합격
3순위 학생부 반영 교과목 이수단위의 합이 큰 지원자
2025학년도 수시모집요강 53"
Page,54,"KU•SEOUL•CAMPUS
실기/실적 KU체육특기자
1. 모집단위 및 모집인원: 총 13명
모집인원: 13명
대학 모집단위 성별 야구: 8명
테니스 육상
우투수 포수 3루수 유격수 우익수
사범대학 체육교육과 남자 2 1 1 3 1 2 3
2. 지원자격
• 국 내·외 고등학교 졸업(예정)자 또는 법령에 의하여 이와 동등 이상의 학력이 있다고 인정된 자로서 다음 종목별 지원자격 중 하나에
해당하는 자
- 국내 고교 3학기 이상 학생부(교과정량) 성적 산출내역이 있는 자
- 단, 야구와 육상 종목은 고등학교 3학년 재학 중 경기실적이 있어야 함
- 단체종목 지원자는 입학 후 바로 본교 체육부에 소속되어 4년간 선수로 참가하는데 결격사유가 없는 자
종목 지원자격
·고교 3학년 실적 기준
- 대 한야구소프트볼협회에서 인정하는 고교야구 대회*에서 소속팀 경기 숫자의 30% 이상 출전하고 투수 16이닝 이상,
타자 25타석 이상 출전한 자
야구
(단, 타자는 주 수비 포지션**에서 50이닝 이상 출전한 자여야 하며 주 포지션으로 지원해야 함)
*경기실적증명서에 기재된 대회 기준
**주 수비 포지션: 경기실적증명서 기준으로 가장 많은 이닝을 출전한 포지션
·고교 재학 중 다음의 실적을 모두 갖춘 자
- 고 교 재학 중 ITF(국제테니스연맹)에서 인정하는 국제대회 또는 전국 규모의 대회에서 4강 이내의 입상실적이 있는 자
테니스
- 고 교 재학 중 전국 규모의 국내대회(대학, 실업), 국제대회의 단체전, 개인전에 3년 이내 25개 대회 이상 출전한 자
※ 전 대회 출전기록 및 수상 성적을 포함한 경기실적 증명서 제출
·고교 재학 중 다음 중 하나 이상의 실적이 있는 자
- 고 교 재학 중 전국 규모 대회 1,500m, 5,000m, 10,000m, 3,000m 장애물, 10km 종목에서 3위 이내의 입상실적이 있는 자
육상 - 고 교 재학 중 전국 규모 구간 마라톤 대회에서 개인구간 3위 이내의 입상실적이 있는 자(단체 성적 제외)
- 고 교 재학 중 올림픽, 세계선수권, 아시안게임의 1,500m, 5,000m, 10,000m, 3,000m 장애물, 10km 종목에서 국가대표,
국가대표 후보선수로 선발된 자(경보종목 제외)
3. 전형방법
학생부 학생부 수능최저
사정단계 경기실적 면접 합계 선발배수
(교과정량) (출결정량) 학력기준
1단계 1,000(100%) - - - 1,000(100%) 6배수
없음
1단계 성적
2단계 150(15%) 50(5%) 300(30%) 1,000(100%) -
500(50%)
「 」
※ 학생부(교과정량) 반영방법에 대한 세부 사항은 P.65 Ⅶ. 학생부(교과정량) 반영방법 참고
54 건국대학교 서울캠퍼스"
Page,55,"KU•SEOUL•CAMPUS
• 종 목별 실적 평가요소
종목 평가요소 세부 내용
대표 경력 · 고교 재학 중 청소년대표, 프로 지명
· 고교 3학년 재학 중 다음의 항목 수상 시
수상 경력
야구 - 투수: 우수 투수상 / 타자: 타격상, 홈런상, 타점상
· 고교 3학년 재학 중 대학야구소프트볼협회에서 인정하는 고교 야구대회 출전기록에 한함
개인기록
- 투수: 이닝 수, 방어율, 탈삼진 / 타자: 타석 수, 타율
· 고교 재학 중 국가대표, 국가대표 후보선수, 청소년대표, 청소년대표 후보선수
대표 경력
· 4대 메이저대회(주니어대회 포함) 출전
테니스 전국체전 · 참가 경력
전국대회, 국제대회, 4대
· 우승 ~ 4강(개인, 복식, 단체)
메이저대회(주니어대회 포함)
대표 경력 · 국가대표, 국가대표 후보선수
육상 신기록 · 고등부 최고 기록 이상
개인기록 · 1위 ~ 3위까지
※ 실적점수 산출식
(1) 원점수 산출: 기초점수(10점) + ∑종목별 평가요소
(2) 환산점수 산출: 종목(포지션별) 최고득점자 점수를 1,000점 만점으로 하고 나머지 지원자는 최고득점자를 기준으로 환산
• 2 단계 학생부(출결정량) 반영방법
「 」
※ 고교 재학 전체 기간 중 미인정 결석 일수를 구간별로 등급화하여 반영
등급 1 2 3 4 5
미인정 결석 일수 3일 이하 4~6일 7~9일 10~15일 16일 이상
점수 100 90 85 70 0
• 면 접
- 상황판단력, 소통 및 문제해결력, 교직태도 및 교직관, 인성적 자질 등을 종합평가
- 면접위원 구성: 외부위원 1인을 포함하여 3명 이상으로 구성
4. 전형요소별 실질 반영비율
사정단계 전형요소 최고점 최저점 차이 실질 반영비율
1단계 경기실적 1,000 0 1,000 100%
1단계 성적 500 0 500 50%
학생부(교과정량) 150 0 150 15%
2단계
학생부(출결정량) 50 0 50 5%
면접 300 0 300 30%
2025학년도 수시모집요강 55"
Page,56,"KU•SEOUL•CAMPUS
5. 선발원칙
• 1 단계: 경기실적 총점에 의한 석차순으로 종목별(포지션별) 모집인원의 6배수 선발
• 2 단계: 총 점 석차순(1단계 성적 50% + 학생부(교과정량) 15% + 학생부(출결정량) 5% + 면접 30%)으로 종목별(포지션별) 모집인원
최종 선발
• 제 출서류를 기한 내에 제출하지 않은 경우 선발대상에서 제외
• 면 접대상자 중 면접결시자는 선발대상에서 제외
• 학 교폭력 조치사항 기재항목에 따른 감점표를 활용하여 총점에서 감점
6. 전형일정
구분 일정
원서접수 2024. 9. 9.(월) 10:00 ~ 9. 12.(목) 17:00
서류제출(PDF 업로드) 2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
1단계 합격자 발표 2024. 10. 11.(금) 14:00 예정
면접 2024. 11. 2.(토) ※ 고 사장 및 입실완료 시간은 고사 3~4일 전 교 입학처 홈페이지에 공고
최초합격자 발표 2024. 11. 22.(금) 14:00 예정
7. 제출서류
가. 공통서류
• 모 든 제출서류는 2024. 9. 1.(일) 이후 발급분 제출
• 2 024. 9. 13.(금) 17:00까지 원서접수 사이트에서 서류제출(PDF 업로드) / 우편 및 방문 제출 불가
※ 최종등록자에 한하여 PDF 제출서류의 원본을 요청할 예정이므로 반드시 해당 서류를 보관하여야 함
대상 제출서류
·서류제출(PDF 업로드) 불필요
학생부 온라인 제공 ※ 대상: 2017년 2월 ~ 2025년 2월 졸업(예정)자
동의자 ※ 2 005년 2월 ~ 2016년 2월 졸업자 중 희망자의 경우 온라인 생성 신청 시스템
국내 정규 고등학교 (apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능
졸업(예정)자
·대입전형용 학교생활기록부 1부
학생부 온라인 제공
·교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
미동의자 및 불가자
·원서접수 사이트에서 서류제출(PDF 업로드)
검정고시 자료
·서류제출(PDF 업로드) 불필요
온라인 제공 동의자
고등학교 졸업학력
검정고시 출신자1) 검정고시 자료
·고등학교 졸업학력 검정고시 합격증명서 1부
온라인 제공
·원서접수 사이트에서 서류제출(PDF 업로드)
미동의자 및 불가자
·국외 고등학교 졸업(예정)증명서 1부
1) ·국외 고등학교 성적증명서 1부
국외 고등학교 출신자
※ 국외 고교 출신자 제출서류 안내(P.59) 필독
·원서접수 사이트에서 서류제출(PDF 업로드)
※ 서류접수 기간 이후 학교생활기록부 수정사항 제출 시 반영하지 않음
※ 개명 또는 주민등록번호 변경으로 인하여 제출서류와 입학원서 상 인적사항이 일치하지 않는 지원자는 ‘주민등록표초본’ 1부를 제출해야 함
56 건국대학교 서울캠퍼스"
Page,57,"KU•SEOUL•CAMPUS
1) 추가 서류제출 안내
대상 제출서류 제출방법 및 기한
검정고시 및 국외 고등학교 출신자 중 [대상자만] ·원서접수 사이트에서 서류제출(PDF 업로드)
※
국내 학교생활기록부가 있는 자 대입전형용 학교생활기록부 1부 ·2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
※ 학교폭력 조치사항 확인을 위하여 ‘검정고시 및 국외고 출신자’ 중 국내 고교 학교생활기록부가 있는 자는 국내 고교 학교생활기록부를
제출해야 함
나. 지원자격 서류
대상 비고
· 대한체육회 및 산하기관이 발행한 아래 증명서 중 해당 서류 제출
- 경기실적증명서 - 대표선수(후보선수) 선발확인서
- 경기출전증명(확인)서 - 우수 선수 선발확인서
- 개인성적표 - 개인 수상 확인서
개인(리그) 실적증명서
- 프로 지명 확인서
※ 고교 전체 실적 및 고교 졸업 후 모든 경기실적 포함
※ 고교 3학년 재학년도 상반기 리그 실적 포함
※ 지원자격 확인을 위해 상기 서류 이외에 기타 서류를 제출할 수 있음
8. 동점자 처리기준
순위 1단계 기준 2단계 기준
1순위 경기실적 성적 우수자
세부 포지션별 1단계 선발배수에 해당하는
2순위 면접 성적 우수자
최종 순위 동점자는 모두 합격
3순위 학생부(교과정량) 성적 우수자
2025학년도 수시모집요강 57"
Page,58,"KU•SEOUL•CAMPUS
Ⅴ-1. 제출서류 안내
1. 학력증명 서류 안내
구분 제출서류
·서류제출(PDF 업로드) 불필요
학생부 온라인 제공 ※ 대상: 2017년 2월 ~ 2025년 2월 졸업(예정)자
동의자 ※ 2 005년 2월 ~ 2016년 2월 졸업자 중 희망자의 경우 온라인 생성 신청 시스템
국내 정규 고등학교 (apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능
졸업(예정)자
·대입전형용 학교생활기록부 1부
학생부 온라인 제공
·교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
미동의자 및 불가자
·원서접수 사이트에서 서류제출(PDF 업로드)
·서류제출(PDF 업로드) 불필요
온라인 제공 동의자
※ 대상: 2016년 1회 ~ 2024년 1회 시험 합격자
고등학교 졸업학력 온라인 제공 ·고등학교 졸업학력 검정고시 합격증명서 1부
검정고시 출신자 미동의 및 불가자 ·원서접수 사이트에서 서류제출(PDF 업로드)
국내 고교 이수학기가 ·국내 대입전형용 학교생활기록부
※
있는 자 ·원서접수 사이트에서 서류제출(PDF 업로드)
·국외 고등학교 졸업(예정)증명서 1부
·국외 고등학교 성적증명서 1부
지원자 전체
※ 국외 고교 출신자 제출서류 안내(P.59) 필독
국외 고등학교 출신자
·원서접수 사이트에서 서류제출(PDF 업로드)
국내 고교 이수학기가 ·국내 대입전형용 학교생활기록부
※
있는 자 ·원서접수 사이트에서 서류제출(PDF 업로드)
※ 학교폭력 조치사항 확인을 위하여 ‘검정고시 및 국외고 출신자’ 중 국내 고교 학교생활기록부가 있는 자는 국내 고교 학교생활기록부를
제출해야 함
2. 전형별 추가 제출서류 안내
(P.78 서식 참고)
전형명 대상 제출서류 제출방식 제출기한
학생부종합(KU자기추천) 학교생활기록부
학교생활기록부
학생부종합(사회통합) 미보유자 원서접수 시 온라인 입력
대체 서식
학생부종합(특수교육대상자) (검정고시, 국외고)
농어촌학생 지원자격
학생부종합(사회통합) 농어촌학생 지원자 전체 본교 양식을 입학처 2024. 9. 9.(월) 10:00
확인서
~ 9. 13.(금) 17:00
홈페이지에서 내려받아
지원 모집단위의 작성 후,
기준학과 미충족자 원서접수 사이트에서
학생부종합(특성화고교졸업자) 기준학과 인정 확인서
서류제출(PDF 업로드)
2014년 이전 졸업자
58 건국대학교 서울캠퍼스"
Page,59,"KU•SEOUL•CAMPUS
3. 국외 고교 출신자 제출서류 안내
• 국 외 고등학교 졸업(예정)자 중 최종등록자는 입학 전까지 고교 졸업증명서 및 성적증명서를 아포스티유 인증 또는 학교 소재국 한국
영사관의 영사확인을 받아 제출해야 함
「 」 「
- 단 , 교육부 인가 재외 한국학교 졸업(예정)자, 원서접수 당시 졸업증명서 및 성적증명서에 아포스티유 인증 또는 영사확인을 받아
」
제출한 자는 최종등록 시 해당 서류의 원본을 제출해야 함
• 한 국어와 영어 이외의 언어로 된 모든 서류는 반드시 한국어로 번역 공증받아 제출해야 함
• 최 종등록자에 한하여 원본 확인 예정
• 외 국의 발급서류는 외국에서 재학 중 발급받은 것도 유효함
4. 최종등록자 제출서류 안내
※ 제출방법: 등기우편으로만 제출 가능(방문 제출 불가)
- 주소: (우) 05029 서울특별시 광진구 능동로 120, 건국대학교 입학정보관 입학팀 수시모집 담당자 앞
※ 아래 서류를 기한 내에 제출하지 않을 경우, 입학 이후라도 입학이 취소될 수 있음
전형 대상 제출서류 기한
·최 종등록자 중 원서접수 시
수시 전체 전형 서류를 PDF로 업로드하여 ·PDF로 업로드한 서류 전체
제출한 자
·[지원자격1]
- 주민등록표초본 ·2025. 2. 21.(금)까지
(지원자, 부, 모 기준 각 1부) ·마감일 우편소인 인정
·농 어촌학생 최종등록자 중
- 고등학교 졸업증명서
학생부종합(사회통합) 2025년 2월 졸업예정자
·[지원자격2]
(2024년 기준 고등학교 3학년)
- 주민등록표초본
(지원자 기준 1부)
- 고등학교 졸업증명서
· 국 민건강보험자격득실확인서 등
·2025. 3. 7.(금)까지
학생부종합(특성화고졸재직자) ·최 종등록자 전원 지원자격 증빙서류
·마감일 우편소인 인정
· 2025. 3. 1.(토) 이후 발급분
2025학년도 수시모집요강 59"
Page,60,"KU•SEOUL•CAMPUS
Ⅵ. 학생부위주전형 안내
1. 학생부위주전형의 평가절차
■ 다수-다단계 평가절차를 통해 평가의 공정성 및 신뢰성 확보
1단계 선발
사전단계 1단계 2단계 최종심의 최종선발
서류검토
회피·배제 시스템 서류평가
질문도출 입학전형
심의위원회
서류재평가 면접평가
블라인드 시스템
면접재심의 최종합격자 발표
서류실사
입학전형 입학사정위원회
면접실사
지원자격 심사 심의위원회
2. 학생부위주전형 서류평가
가. 대상: 학생부교과(KU지역균형) 및 학생부종합전형 전체
나. 제출서류: 학교생활기록부
구분 학교생활기록부 학교생활기록부 평가영역
학생부교과(KU지역균형) ○ 학교생활기록부 내 ‘교과학습발달상황’만 대상으로 평가
학교생활기록부 전체
학생부종합전형 전체 ○
※ 학교생활기록부 대체 서식 제출 대상자는 해당 서류로 평가
※ 평가 대상: (졸업예정자) 3학년 1학기까지, (졸업자) 3학년 2학기까지
다. 평가방법
1) KU종합평가시스템을 활용하여 전형자료를 평가요소에 따라 정성평가
2) 지원자 1인당 입학사정관 2인이 종합적으로 정성평가하고, 일정 점수 이상 차이가 나는 경우 원평가자를 제외한 입학사정관 2인이
재평가 진행
60 건국대학교 서울캠퍼스"
